Cumlodden and Minard	Argyll	1927	1969	Old RD	509		533	
Cumlodden, or Cumlodden and Minard	Argyll	1855	1926	Old RD	509		533	
Cummertrees	Dumfries	1733	1854	OPR	817			
Cummertrees	Dumfries	1855	1968	Old RD	817		839	
Cunningsburgh (Dunrossness, Sandwick, Fair Isle)	Shetland	1731	1854	OPR	3			
Cupar	Fife	1654	1854	OPR	420			
Cupar	Fife	1857	1971	Old RD	420		417	
Cupar	Fife	1972	2002	Old RD	417		417	
Fife	Fife	2003	2006	Old RD	417		417	
Fife, Cupar	Fife	2007					417	
Cupar-Burgh	Fife	1855	1856	Old RD	420	1	417	
Cupar-Landward	Fife	1855	1856	Old RD	420	2	417	
Currie	Edinburgh (Midlothian)	1638	1854	OPR	682			
Currie	Edinburgh	1855	1971	Old RD	682		769	
Currie	Edinburgh	1972	2002	Old RD	769		741	
Edinburgh	City of Edinburgh	2003	2006	Old RD	741		741	
Edinburgh, Currie	City of Edinburgh	2007	2008	Old RD	741		741	
Dailly	Ayr	1691	1854	OPR	585			
Dailly	Ayr	1855	1968	Old RD	585		686	
Dairsie	Fife	1645	1854	OPR	421			
Dairsie	Fife	1855	1967	Old RD	421		417	
Dalarossie (Moy and Dalarossie)	Inverness	1788	1854	OPR	105			
Dalavich	Argyll	1855	1930	Old RD	517	2	526	
Dalavich (Kilchrenan and Dalavich)	Argyll	1751	1854	OPR	517			
Dalbeattie	Kirkcudbright	1855	1971	Old RD	864		864	
Dalbeattie	Kirkcudbright	1972	2004	Old RD	864		864	
Dumfries and Galloway	Dumfries and Galloway	2005	2006	Old RD	864		864	
Dumfries and Galloway, Dalbeattie	Dumfries and Galloway	2007					864	
Dalcross (Croy and Dalcross)	Inverness	1719	1854	OPR	94			
Dalgety	Fife	1644	1854	OPR	422			
Dalgety	Fife	1855	1967	Old RD	422		432	
Dalkeith	Edinburgh (Midlothian)	1609	1854	OPR	683			
Dalkeith	Midlothian	1855	1971	Old RD	683		762	
Dalkeith	Midlothian	1972	2006	Old RD	762		762	
Midlothian	Midlothian	2007					762	
Dallas	Elgin	1742	1854	OPR	129			
Dallas	Moray	1855	1967	Old RD	129		281	
Dalmellington	Ayr	1641	1854	OPR	586			
Dalmellington	Ayr	1855	1897	Old RD	586		684	
Dalmellington	Ayr	1898	1968	Old RD	586	1	684	
Dalmellington	Ayr	1969	1971	Old RD	586		684	
Dalmellington	Ayr	1972	2005	Old RD	684		684	
East Ayrshire	East Ayrshire	2006	2006	Old RD	684		684	
East Ayrshire, Dalmellington	East Ayrshire	2007					684	
Dalmeny	Linlithgow (West Lothian)	1628	1854	OPR	665			
Dalmeny	West Lothian	1855	1895	Old RD	665		701	
Dalmeny	West Lothian	1896	1941	Old RD	665	1	701	
Dalmeny and Queensferry	West Lothian	1942	1969	Old RD	665		701	
Dalry	Ayr	1679	1854	OPR	587			
Dalry	Ayr	1855	1971	Old RD	587		663	
Dalry	Ayr	1972	1979	Old RD	664		663	
Dalry	Kirkcudbright	1691	1854	OPR	865			
Dalry	Kirkcudbright	1855	1971	Old RD	865		850	
Dalry	Kirkcudbright	1972	2004	Old RD	850		850	
Dumfries and Galloway	Dumfries and Galloway	2005	2006	Old RD	850		850	
Dumfries and Galloway, Dalry	Dumfries and Galloway	2007					850	
Dalry and Gorgie	Edinburgh	1920	1929	Old RD	685	8	730	
Dalrymple	Ayr	1699	1854	OPR	588			
Dalrymple	Ayr	1855	1968	Old RD	588		680	
Dalserf	Lanark	1738	1854	OPR	638			
Dalserf	Lanark	1855	1946	Old RD	638	2	580	
Dalserf and Larkhall	Lanark	1947	1968	Old RD	638		580	
Dalton	Dumfries	1723	1854	OPR	818			
Dalton	Dumfries	1855	1968	Old RD	818		839	
Dalziel	Lanark	1648	1854	OPR	639			
Dalziel	Lanark	1855	1967	Old RD	639		570	
Darvel	Ayr	1906	1969	Old RD	603	2	669	
Darvel	Ayr	1970	1971	Old RD	603		669	
Darvel	Ayr	1972	2000	Old RD	669		670	
Darvel, Galston & Newmilns	East Ayrshire	2001	2005	Old RD	670		670	
East Ayrshire	East Ayrshire	2006	2006	Old RD	670		670	
East Ayrshire, Galston, Darvel and Newmilns	East Ayrshire	2007					670	
Daviot	Aberdeen	1723	1854	OPR	187			
Daviot	Aberdeen	1855	1967	Old RD	187		319	
Daviot and Dunlichity	Inverness	1774	1854	OPR	95			
Daviot and Dunlichity	Inverness	1855	1952	Old RD	95		240	
Dean, Boroughmuirhead and Morningside	Edinburgh	1855	1858	Old RD	685	1	744	
Deerness	Orkney	1703	1854	OPR	14			
Deerness	Orkney	1855	1971	Old RD	14		144	
Deerness	Orkney	1972	1974	Old RD	147		144	
Delting	Shetland	1751	1854	OPR	2			
Delting	Shetland	1855	1971	Old RD	2		105	
Delting	Shetland	1972	2006	Old RD	105		105	
Shetland Islands	Shetland	2007					105	
Dennistoun	Glasgow	1875	1906	Old RD	644	3	610	624
Dennistoun	Glasgow	1907	1934	Old RD	644	4	610	624
Dennistoun	Glasgow	1956	1963	Old RD	644	3	610	624
Denny	Stirling	1679	1854	OPR	476			
Denny	Stirling	1855	1875	Old RD	476		477	
Denny	Stirling	1876	1927	Old RD	476	1	477	
Denny	Stirling	1971	1971	Old RD	476		477	
Denny	Falkirk	1972	2003	Old RD	477		477	
Falkirk	Falkirk	2004		Old RD	477		477	
Denny and Dunipace	Stirling	1928	1970	Old RD	476	1	477	
Deskford	Banff	1659	1854	OPR	151			
Deskford	Banff	1855	1958	Old RD	151		290	
Dingwall	Ross & Cromarty	1662	1854	OPR	62			
Dingwall-Burgh	Ross & Cromarty	1855	1855	Old RD	62	1	196	
Dingwall-Landward	Ross & Cromarty	1855	1855	Old RD	62	2	196	
Dingwall	Ross & Cromarty	1856	1971	Old RD	62		196	
Dingwall	Ross & Cromarty	1972	2001	Old RD	196		196	
Dingwall and Carnoch	Ross & Cromarty	2002	2006	Old RD	196		196	
Highland, Dingwall and Carnoch	Highland Council	2007					196	
Dirleton	Haddington (East Lothian)	1664	1854					
Dirleton	East Lothian	1855	1967	Old RD	705		721	
Dollar	Clackmannan	1700	1854	OPR	467			
Dollar	Clackmannan	1855	1969	Old RD	467		460	
Dolphinton	Lanark	1717	1854	OPR	640			
Dolphinton	Lanark	1855	1968	Old RD	640		584	
Dores	Inverness	1734	1854	OPR	96	a		
Dores	Inverness	1855	1869	Old RD	96		240	
Dores	Inverness	1870	1970	Old RD	96	a	240	
Dornoch	Sutherland	1730	1854	OPR	47			
Dornoch Burgh	Sutherland	1855	1855	Old RD	47	1	182	
Dornoch Landward	Sutherland	1855	1855	Old RD	47	2	182	
Dornoch	Sutherland	1856	1971	Old RD	47		182	
Dornoch	Sutherland	1972	2006	Old RD	182		182	
Highland, Dornoch	Highland Council	2007					182	
Dornock	Dumfries	1773	1854	OPR	819			
Dornock	Dumfries	1855	1968	Old RD	819		839	
Douglas	Lanark	1691	1854	OPR	641			
Douglas	Lanark	1855	1971	Old RD	641		587	
Douglas	Lanark	1972	2004	Old RD	587		587	
South Lanarkshire	South Lanarkshire	2005					587	
Doune	Perth	1954	1971	Old RD	362		473	
Doune	Perth	1972	1978	Old RD	398		473	
Dowally	Perth	1705	1854	OPR	344			
Dowally	Perth	1855	1953	Old RD	344		388	
Drainie	Elgin	1631	1854	OPR	130			
Drainie	Moray	1855	1967	Old RD	130		280	
Dreghorn	Ayr	1749	1854	OPR	589			
Dreghorn	Ayr	1855	1968	Old RD	589		672	
Dron	Perth	1683	1854	OPR	345			
Dron	Perth	1855	1940	Old RD	345		390	
Drongan	Ayr	1958	1968	Old RD	609	2	680	
Drumblade	Aberdeen	1702	1854	OPR	188			
Drumblade	Aberdeen	1855	1967	Old RD	188		317	
Drumchapel	Glasgow	1936	1938	Old RD	500	3	610	624
Drumelzier	Peebles	1649	1854	OPR	759			
Drumelzier	Peebles	1855	1967	Old RD	759		803	
Drumoak	Aberdeen	1692	1854	OPR	189			
Drumoak	Aberdeen	1855	1967	Old RD	189		324	
Dryfesdale	Dumfries	1732	1854	OPR	820			
Dryfesdale	Dumfries	1855	1947	Old RD	820		837	
Dryfesdale and Tundergarth	Dumfries	1948	1968	Old RD	820		837	
Drymen	Stirling	1676	1854	OPR	477			
Drymen	Stirling	1855	1969	Old RD	477		472	
Duddingston	Edinburgh (Midlothian)	1631	1854	OPR	684			
Duddingston	Edinburgh	1897	1902	Old RD	684		734	
Duddingston, Landward	Edinburgh	1855	1896	Old RD	684	2	734	
Duddingston, Portobello	Edinburgh	1855	1896	Old RD	684	1	734	
Dufftown	Banff	1968	1971	Old RD	151		297	
Dufftown	Banff	1972	2002	Old RD	297		295	
Keith and Upper Speyside	Moray	2003					295	
Duffus	Elgin	1629	1854	OPR	131			
Duffus	Moray	1855	1895	Old RD	131		280	
Duffus	Moray	1896	1966	Old RD	131	2	280	
Duirinish	Inverness	1817	1854	OPR	110			
Duirinish	Inverness	1855	1882	Old RD	110		256	
Duirinish	Inverness	1883	1970	Old RD	110	1	256	
Dull	Perth	1703	1854	OPR	346			
Dull	Perth	1855	1955	Old RD	346		385	
Dumbarton	Dumbarton	1642	1854	OPR	496			
Dumbarton, Burgh	Dumbarton	1855	1855	Old RD	496	1	505	
Dumbarton, Landward	Dumbarton	1855	1855	Old RD	496	2	505	
Dumbarton	Dumbarton	1856	1971	Old RD	496		505	
Dumbarton	Dumbarton	1972	2005	Old RD	505		505	
West Dunbartonshire	West Dunbartonshire	2006	2006	Old RD	505		505	
West Dunbartonshire, Dumbarton	West Dunbartonshire	2007					505	
Dumfries	Dumfries	1605	1854	OPR	821			
Dumfries, Burgh	Dumfries	1855	1857	Old RD	821	1	834	
Dumfries, Landward	Dumfries	1855	1857	Old RD	821	2	834	
Dumfries	Dumfries	1858	1971	Old RD	821		834	
Dumfries	Dumfries	1972	2001	Old RD	834		834	
Dumfries	Dumfries	2002	2004	Old RD	834		834	
Dumfries and Galloway	Dumfries and Galloway	2005	2006	Old RD	834		834	
Dumfries and Galloway, Dumfries	Dumfries and Galloway	2007					834	
Dun	Forfar	1642	1854	OPR	281			
Dun	Angus	1855	1960	Old RD	281		367	
Dunbar	Haddington (East Lothian)	1651	1854					
Dunbar, Burgh	East Lothian	1855	1856	Old RD	706	1	724	
Dunbar, Landward	East Lothian	1855	1856	Old RD	706	2	724	
Dunbar	East Lothian	1857	1971	Old RD	706		724	
Dunbar	East Lothian	1972	2003	Old RD	724		724	
East Lothian	East Lothian	2004	2006	Old RD	724		724	
East Lothian, Dunbar	East Lothian	2007					724	
Dunbarney	Perth	1594	1854	OPR	347			
Dunbarney	Perth	1855	1940	Old RD	347		390	
Dunbarney and Dron	Perth	1941	1965	Old RD	347		390	
Dunbarney District	Perth	1966	1968	Old RD	347		390	
Dunblane	Perth	1653	1854	OPR	348			
Dunblane	Perth	1855	1898	Old RD	348		399	
Dunblane	Perth	1899	1899	Old RD	348	1	399	
Dunblane and Lecropt	Perth	1900	1968	Old RD	348		399	
Dunblane	Perth	1969	1971	Old RD	348		399	
Dunblane	Perth	1972	2003	Old RD	399		399	
Stirling	Stirling	2004	2006	Old RD	399		399	
Stirling, Dunblane	Stirling	2007					399	
Dunbog	Fife	1695	1854	OPR	423			
Dunbog	Fife	1855	1967	Old RD	423		416	
Dundee	Forfar	1645	1854	OPR	282			
Dundee Burgh, Ist District	Dundee	1855	1855	Old RD	282		350	353
Dundee East and West	Dundee	1967	1971	Old RD	350		350	353
Dundee East and West	Dundee	1972	1976	Old RD	350	353	350	353
Dundee Landward, Ist District	Dundee	1855	1855	Old RD	282	1	350	353
Dundee, 2nd District	Dundee	1855	1867	Old RD	282	1	350	353
Dundee, 3rd (or Lochee) District	Dundee	1855	1867	Old RD	282	2	350	353
Dundee, East	Dundee	1952	1966	Old RD	282	3	350	353
Dundee, lst District	Dundee	1856	1867	Old RD	282	1	350	353
Dundee, West	Dundee	1952	1966	Old RD	282	1	350	353
Dundee	Dundee	1977					350	353
Dundonald	Ayr	1673	1854	OPR	590			
Dundonald	Ayr	1855	1869	Old RD	590		666	
Dundonald	Ayr	1870	1968	Old RD	590	1	666	
Dunfermline	Fife	1561	1854	OPR	424			
Dunfermline Burgh	Fife	1855	1877	Old RD	424	1	432	
Dunfermline Landward	Fife	1855	1877	Old RD	424	2	432	
Dunfermline	Fife	1878	1971	Old RD	424		432	
Dunfermline	Fife	1972	2002	Old RD	432		432	
Fife	Fife	2003	2006	Old RD	432		432-434	
Fife, Dunfermline	Fife	2007					432-434	
Dunino	Fife	1643	1854	OPR	425			
Dunino	Fife	1855	1965	Old RD	425		413	
Dunipace	Stirling	1708	1854	OPR	478			
Dunipace	Stirling	1855	1927	Old RD	478		477	
Dunkeld	Perth	1672	1854	OPR	349			
Dunkeld	Perth	1855	1931	Old RD	349		388	
Dunkeld and Birnam	Perth	1932	1953	Old RD	349		388	
Dunkeld	Perth	1954	1971	Old RD	349		388	
Dunkeld	Perth	1972	2003	Old RD	388		388	
Perth and Kinross	Perth and Kinross	2004	2006	Old RD	388		388	
Dunlichity (Daviot and Dunlichity)	Inverness	1774	1854	OPR	95			
Dunlop	Ayr	1700	1854	OPR	591			
Dunlop	Ayr	1855	1968	Old RD	591		666	
Dunnet	Caithness	1751	1854	OPR	36			
Dunnet	Caithness	1855	1967	Old RD	36		160	
Dunnichen	Forfar	1683	1854	OPR	283			
Dunnichen	Angus	1855	1968	Old RD	283		364	
Dunning	Perth	1691	1854	OPR	350			
Dunning	Perth	1855	1968	Old RD	350		395	
Dunnottar	Kincardine	1672	1854	OPR	255			
Dunnottar	Kincardine	1855	1934	Old RD	255		342	
Dunoon and Kilmun	Argyll	1742	1854	OPR	510			
Dunoon and Kilmun	Argyll	1855	1882	Old RD	510		532	
Dunoon	Argyll	1883	1969	Old RD	510	1	532	
Dunoon	Argyll	1970	1971	Old RD	510		532	
Dunoon	Argyll	1972	2006	Old RD	510		532	
Argyll and Bute, Dunoon	Argyll and Bute	2007					532	
Cunningsburgh, Fair Isle)	Shetland	1753	1854					
Dunrossness	Shetland	1855	1971	Old RD	3	1	121	
Dunrossness	Shetland	1972	2006	Old RD	121		121	
Shetland Islands	Shetland	2007					121	
Duns	Berwick	1615	1854	OPR	735			
Duns	Berwick	1855	1971	Old RD	735		785	
Duns	Berwick	1972	2006	Old RD	785		785	
Scottish Borders, Duns	Scottish Borders Council	2007					785	
Dunscore	Dumfries	1777	1854	OPR	822			
Dunscore	Dumfries	1855	1968	Old RD	822		834	
Dunsyre	Lanark	1687	1854	OPR	642			
Dunsyre	Lanark	1855	1968	Old RD	642		584	
Dunvegan	Inverness	1971	1971	Old RD	110		256	
Dunvegan	Inverness	1972	2006	Old RD	256		256	
Durisdeer	Dumfries	1855	1968	Old RD	823		833	
Durness	Sutherland	1764	1854	OPR	48			
Durness	Sutherland	1855	1971	Old RD	48		170	
Durness	Sutherland	1972	2006	Old RD	170		170	
Highland, Durness	Highland Council	2007					170	
Duror	Argyll	1856	1912	Old RD	525	4	525	
Duror	Argyll	1913	1969	Old RD	525	5	525	
Duror (Lismore, Appin and Duror)	Argyll	1751	1854	OPR	525			
Durris	Kincardine	1716	1854	OPR	256			
Durris	Kincardine	1855	1967	Old RD	256		340	
Durrisdeer	Dumfries	1758	1854	OPR	823			
Duthil	Inverness	1855	1869	Old RD	132	1	233	
Duthil	Inverness	1870	1970	Old RD	96	b1	233	
Duthil and Rothiemurchus	Inverness	1766	1854	OPR	96	b		
Dyce	Aberdeen	1646	1854	OPR	190			
Dyce	Aberdeen	1855	1967	Old RD	190		321	
Dyke	Elgin	1635	1854	OPR	133			
Dyke	Moray	1855	1954	Old RD	133		281	
Dysart	Fife	1582	1854	OPR	426			
Dysart	Fife	1856	1930	Old RD	426		421	
Dysart Burgh	Fife	1855	1855	Old RD	426	1	421	
Dysart Landward	Fife	1855	1855	Old RD	426	2	421	
Eaglesham	Renfrew	1659	1854	OPR	561			
Eaglesham	Renfrew	1855	1964	Old RD	561		650	
Earlston	Berwick	1694	1854	OPR	736			
Earlston	Berwick	1855	1971	Old RD	736		820	
Earlston	Berwick	1972	1995	Old RD	792		820	
Eassie and Nevay	Forfar	1728	1854	OPR	284			
Eassie and Nevay	Angus	1855	1960	Old RD	284		364	
East Ayrshire	East Ayrshire	2007					664	
East Calder (Kirknewton and East Calder)	Edinburgh (Midlothian)	1642	1854	OPR	690			
East Calder	Midlothian	1931	1971	Old RD	684		770	
East Calder	Midlothian	1972	2002	Old RD	770		770	
East Calder	LothianRegion/Wlothian	1980	2002	Old RD	770		770	
West Lothian	West Lothian	2003	2006	Old RD	770		770	
West Lothian, East Calder	West Lothian	2007					770	
East Dunbartonshire	East Dunbartonshire	2007					508	
East Kilbride	Lanark	1688	1854	OPR	643			
East Kilbride	Lanark	1855	1971	Old RD	643		575	
East Kilbride	Lanark	1972	2004	Old RD	575		575	
South Lanarkshire	South Lanarkshire	2005					575	
East Lothian	East Lothian	2004					722	
East Neuk	Fife	1968	1971	Old RD	426		414	
East Neuk	Fife	1972	2002	Old RD	414		414	
Fife	Fife	2003	2006	Old RD	414		414	
Fife, East Neuk	Fife	2007	2008	Old RD	414			
Eastwood	Renfrew	1674	1854	OPR	562			
Eastwood	Glasgow	1855	1926	Old RD	562		601	624
Eastwood	Glasgow	1927	1934	Old RD	624	25	601	624
Eastwood and Mearns	Renfrew	1965	1971	Old RD	562		650	
Eastwood and Mearns	Renfrew	1972	2003	Old RD	650		650	
East Renfrewshire	East Renfrewshire	2004					650	
Eccles	Berwick	1697	1854	OPR	737			
Eccles	Berwick	1855	1966	Old RD	737		787	
Ecclesmachan	West Lothian	1855	1930	Old RD	666		708	
Ecclesmachen	Linlithgow (West Lothian)	1717	1854	OPR	666			
Echt	Aberdeen	1648	1854	OPR	191			
Echt	Aberdeen	1855	1967	Old RD	191		323	
Eckford	Roxburgh	1694	1854	OPR	787	a		
Eckford	Roxburgh	1855	1856	Old RD	787		821	
Eckford	Roxburgh	1857	1967	Old RD	787	a	821	
Eday and Pharay	Orkney	1789	1854	OPR	15			
Eday and Pharay	Orkney	1855	1971	Old RD	15		134	
Eday and Pharay	Orkney	1972	2003	Old RD	134		134	
Orkney Islands	Orkney Islands	2004					134	
Edderton	Ross & Cromarty	1799	1854	OPR	63			
Edderton	Ross & Cromarty	1855	1967	Old RD	63		193	
Eddleston	Peebles	1855	1967	Old RD	760		801	
Eddlestone	Peebles	1713	1854	OPR	760			
Eddrachillis	Sutherland	1808	1854	OPR	49			
Eddrachillis	Sutherland	1855	1855	Old RD	49		179	
Edgerston	Roxburgh	1694	1854	OPR	787	b		
Edgerston	Roxburgh	1857	1967	Old RD	787	b	822	
Edinburgh	Edinburgh (Midlothian)	1595	1854	OPR	685	1		
Edinburgh Central	City of Edinburgh	1995	2002	Old RD	734		734	
Edinburgh	City of Edinburgh	2003	2006	Old RD	734		730-	746
Edinburgh, Central	City of Edinburgh	2007					730-	746
Edinkillie	Elgin	1702	1854	OPR	134			
Edinkillie	Moray	1855	1954	Old RD	134		281	
Ednam	Roxburgh	1666	1854	OPR	788			
Ednam	Roxburgh	1855	1967	Old RD	788		821	
Edrom	Berwick	1721	1854	OPR	738			
Edrom	Berwick	1855	1966	Old RD	738		785	
Edzell	Forfar	1641	1854	OPR	285			
Edzell	Angus	1855	1958	Old RD	285		366	
Edzell, Lethnot and Lochlee	Angus	1959	1971	Old RD	285		366	
Edzell, Lethnot and Lochlee	Angus	1972	1972	Old RD	365		366	
Egilshay (Rousay and Egilshay)	Orkney	1733	1854	OPR	24			
Eileanan Siar	Siar	2007	221					
Elgin	Elgin	1609	1854	OPR	135			
Elgin Burgh	Moray	1855	1855	Old RD	135	1	280	
Elgin Landward	Moray	1855	1855	Old RD	135	2	280	
Elgin-Spynie (later New Spynie)	Moray	1856	1859	Old RD	136		280	
Elgin	Moray	1856	1971	Old RD	135		280	
Elgin	Moray	1972	2005	Old RD	280		280	
Moray	Moray	2006	2006	Old RD	280		280	
Moray	Moray	2007					280	
Elie	Fife	1639	1854	OPR	427			
Elie	Fife	1855	1967	Old RD	427		414	
Ellon	Aberdeen	1638	1854	OPR	192			
Ellon	Aberdeen	1855	1971	Old RD	192		316	
Ellon	Aberdeen	1972	2004	Old RD	316		316	
Aberdeenshire	Aberdeenshire	2005	2006	Old RD	316		316	
Aberdeenshire, Ellon	Aberdeenshire	2007		Old RD	316		316	
Enzie	Banff	1835	1854	OPR	152			
Enzie	Banff	1855	1925	Old RD	152		290	
Enzie	Banff	1926	1936	Old RD	164	2	290	
Errol	Perth	1553	1854	OPR	351			
Errol	Perth	1855	1968	Old RD	351		390	
Erskine	Renfrew	1705	1854	OPR	563			
Erskine	Renfrew	1855	1968	Old RD	563		643	
Eskdalemuir	Dumfries	1724	1854	OPR	824			
Eskdalemuir	Dumfries	1855	1968	Old RD	824		837	
Essie (Rhynie and Essie)	Aberdeen	1740	1854	OPR	237	a		
Ettrick	Selkirk	1693	1854	OPR	774	b		
Ettrick	Selkirk	1855	1870	Old RD	774		811	
Ettrick	Selkirk	1871	1930	Old RD	774	b	811	
Ettrick	Selkirk	1931	1968	Old RD	774		811	
Evie and Rendall	Orkney	1725	1854	OPR	16			
Evie and Rendall	Orkney	1855	1971	Old RD	16		144	
Evie and Rendall	Orkney	1972	1973	Old RD	139		144	
Ewes	Dumfries	1700	1854	OPR	825			
Ewes	Dumfries	1855	1968	Old RD	825		838	
Eyemouth	Berwick	1710	1854	OPR	739			
Eyemouth	Berwick	1855	1971	Old RD	739		782	
Eyemouth	Berwick	1972	2006	Old RD	782		782	
Scottish Borders, Eyemouth	Scottish Borders	2007					782	
Cunningsburgh, Fair Isle)	Shetland	1767	1854	OPR	3			
Fair Isle	Shetland	1855	1971	Old RD	3	3	122	
Fair Isle	Shetland	1972	2006	Old RD	122		122	
Shetland Islands	Shetland	2007					122	
Fala and Soutra	Edinburgh (Midlothian)	1673	1854	OPR	686			
Fala and Soutra	Midlothian	1855	1968	Old RD	686		762	
Falkirk	Stirling	1594	1854	OPR	479			
Falkirk	Stirling	1892	1971	Old RD	479		479	
Falkirk	Stirling	1972	2003	Old RD	479		479	
Falkirk	Falkirk	2004	2006				479	
Falkirk	Falkirk	2007						
Falkirk Burgh	Stirling	1855	1891	Old RD	479	1	479	
Falkirk Landward	Stirling	1855	1891	Old RD	479	2	479	
Falkland	Fife	1661	1854	OPR	428			
Falkland	Fife	1856	1967	Old RD	428		418	
Falkland Burgh	Fife	1855	1855	Old RD	428	1	418	
Falkland Landward	Fife	1855	1855	Old RD	428	2	418	
Farnell	Forfar	1699	1854	OPR	286			
Farnell	Angus	1855	1968	Old RD	286		366	
Farr	Sutherland	1790	1854	OPR	50			
Farr	Sutherland	1855	1855	Old RD	50		50	1
Fauldhouse	West Lothian	1875	1971	Old RD	673	2	711	
Fauldhouse	West Lothian	1972	1974	Old RD	713		711	
Fearn (Angus)	Angus	1762	1854	OPR	287			
Fearn (Angus), renamed Fern	Angus	1855	1900	Old RD	287		364	
Fearn (Ross)	Ross & Cromarty	1749	1854	OPR	64			
Fearn (Ross)	Ross & Cromarty	1855	1967	Old RD	64		193	
Fenwick	Ayr	1644	1854	OPR	592			
Fenwick	Ayr	1855	1968	Old RD	592		666	
Fern, formerly Fearn	Angus	1901	1968	Old RD	287		364	
Ferry Port on Craig	Fife	1634	1854	OPR	429			
Ferry Port on Craig	Fife	1972	1993	Old RD	429		410	
Ferry Port on Craig	Fife	1855	1971	Old RD	410		410	
Fetlar (Fetlar and North Yell)	Shetland	1754	1854	OPR	4			
Fetlar	Shetland	1855	1892	Old RD	4	1	103	
Fetlar	Shetland	1893	1971	Old RD	4		103	
Fetlar	Shetland	1972	2006	Old RD	103		103	
Shetland Islands	Shetland	2007					103	
Fettercairn	Kincardine	1669	1854	OPR	257			
Fettercairn	Kincardine	1855	1967	Old RD	257		344	
Fetteresso	Kincardine	1620	1854	OPR	258			
Fetteresso	Kincardine	1855	1859	Old RD	258		342	
Fetteresso	Kincardine	1860	1934	Old RD	258	1	342	
Fife	Fife Council	2003					410-436	
Findo Gask	Perth	1855	1960	Old RD	352		390	
Findogask	Perth	1669	1854	OPR	352			
Fintray	Aberdeen	1855	1967	Old RD	193		321	
Fintray (Aberdeen)	Aberdeen	1728	1854	OPR	193			
Fintry	Stirling	1855	1969	Old RD	480		472	
Fintry (Stirling)	Stirling	1659	1854	OPR	480			
Firth	Orkney	1896	1969	Old RD	17	1	143	
Firth and Stennes	Orkney	1732	1854	OPR	17			
Firth and Stennes	Orkney	1855	1895	Old RD	17		143	
Firth and Stenness	Orkney	1970	1971	Old RD	17		143	
Firth and Stenness	Orkney	1972	2003	Old RD	143		143	
Orkney Islands	Orkney Islands	2004	2007	Old RD	143			
Flisk	Fife	1697	1854	OPR	430			
Flisk	Fife	1855	1967	Old RD	430		416	
Flotta (Walls and Flotta)	Orkney	1708	1854	OPR	32			
Flotta	Orkney	1859	1971	Old RD	32	2	151	
Flotta	Orkney	1972	2003	Old RD	151		151	
Orkney Islands	Orkney Islands	2004					151	
Fodderty	Ross & Cromarty	1735	1854	OPR	65			
Fodderty	Ross & Cromarty	1855	1967	Old RD	65		196	
Fogo	Berwick	1660	1854	OPR	740			
Fogo	Berwick	1855	1966	Old RD	740		785	
Forbes (Tullynessle, Forbes and Kearn)	Aberdeen	1718	1854	OPR	246			
Fordoun	Kincardine	1693	1854	OPR	259			
Fordoun	Kincardine	1855	1967	Old RD	259		344	
Fordyce	Banff	1665	1854	OPR	153			
Fordyce	Banff	1855	1872	Old RD	153		292	
Fordyce	Banff	1873	1954	Old RD	153	1	292	
Fordyce	Banff	1955	1967	Old RD	153		292	
Forfar	Forfar	1633	1854	OPR	288			
Forfar	Angus	1856	1892	Old RD	288		364	
Forfar	Angus	1893	1962	Old RD	288	a	364	
Forfar	Angus	1969	1971	Old RD	288		364	
Forfar	Angus	1972	2003	Old RD	364		364	
Angus	Angus	2004		Old RD	364		364	
Forfar and Rescobie	Angus	1963	1968	Old RD	288	a	364	
Forfar Burgh	Angus	1855	1855	Old RD	288	1	364	
Forfar Landward	Angus	1855	1855	Old RD	288	2	364	
Forgan	Fife	1695	1854	OPR	431			
Forgan	Fife	1855	1967	Old RD	431		411	
Forgandenny	Perth	1695	1854	OPR	353			
Forgandenny	Perth	1855	1965	Old RD	353		390	
Forglen	Banff	1647	1854	OPR	154			
Forglen	Banff	1855	1961	Old RD	154		294	
Forgue	Aberdeen	1684	1854	OPR	194			
Forgue	Aberdeen	1855	1967	Old RD	194		317	
Forres Burgh	Moray	1855	1855	Old RD	137	1	281	
Forres Landward	Moray	1855	1855	Old RD	137	2	281	
Forres	Elgin	1675	1854	OPR	137			
Forres	Moray	1856	1971	Old RD	137		281	
Forres	Moray	1972	2005	Old RD	281		281	
Moray	Moray	2006	2006	Old RD	281		281	
Moray	Moray	2007					281	
Fort Augustus or Abertarff (Boleskine and Abertarff)	Inverness	1739	1854	OPR	92			
Fort Augustus or Abertarff	Inverness	1855	1891	Old RD	92	2	235	
Fort Augustus	Inverness	1892	1970	Old RD	92	a2	235	
Fort Augustus	Inverness	1971	1971	Old RD	92		235	
Fort Augustus	Highland Council	1972	2006	Old RD	235		235	
Highland, Fort Augustus	Highland Council	2007					235	
Fort William	Inverness	1971	1971	Old RD	93		239	
Fort William	Inverness	1972	2001	Old RD	239		239	
Fortwilliam and Ballachulish	Highland Council	2002	2006	Old RD	239		239	
Highland, Fort William and Ballachulish	Highland Council	2007					239	
Forteviot	Perth	1710	1854	OPR	354			
Forteviot	Perth	1855	1968	Old RD	354		390	
Forth	Lanark	1884	1924	Old RD	632	2	582	
Forth	Lanark	1969	1971	Old RD	646		582	
Forth	Lanark	1972	2004	Old RD	646		582	
South Lanarkshire	South Lanarkshire	2005					582	
